,F0,spectralCentroid,MFCC,energy,chroma,spectralFlux,spectralSpread,spectralEntropy,ZCR,loudness,energyEntropy,chromaDeviation,spectralRolloff
08a05Fe,[ 907.],"[[ 0.13935494  0.14191243  0.31598627 ...,  0.          0.          0.        ]]","[[ -3.90968586e+01  -3.95087752e+01  -2.98486631e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.17572191e+00   2.08669128e+00   1.12373531e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.05964965e-01   6.79381557e-01   2.09589465e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  9.52201132e-02   3.77015917e-02   1.74568110e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.96737913e-02  -1.73641690e-01   1.09222852e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.73975943e-02   1.48318789e-01  -3.38510939e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.14964111e-05   9.51871569e-06   9.62059802e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.61714852e-05   2.13079015e-05   6.59982442e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.69115294e-02   6.30282829e-02   1.11536217e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.80279258e-04   1.27742283e-04   7.80183173e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  6.00692599e-05   2.55561143e-05   1.24171293e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.99112368e-05   8.85099541e-05   1.28440301e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.38142820e-02   1.22267119e-02   2.82563270e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.00277868  0.09169238 ...,  0.          0.          0.        ]]","[[ 0.24288101  0.24706052  0.24461775 ...,  0.          0.          0.        ]]","[[ 0.03154395  0.03591558  2.09632984 ...,  0.          0.          0.        ]]","[[ 0.01376721  0.01376721  0.05006258 ...,  0.          0.          0.        ]]",[ 4712.36119159],"[[ 2.83192204  2.85062125  0.97163221 ...,  0.          0.          0.        ]]","[[ 0.11946193  0.11170774  0.00649814 ...,  0.          0.          0.        ]]","[[ 0.0075  0.0075  0.545  ...,  0.      0.      0.    ]]"
08a07Fd,[ 1040.],"[[ 0.0959547   0.13882012  0.18247098 ...,  0.          0.          0.        ]]","[[ -3.82388820e+01  -3.69246188e+01  -3.72287329e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.16491513e+00   1.69007059e+00   1.56157973e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.40395654e-01   5.64610628e-01   8.18193904e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.27476471e-01  -1.26558477e-01  -1.38327084e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.83475086e-02   5.49775955e-02   1.31292947e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.62473950e-02  -4.96091552e-02   1.43996655e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.61705661e-05   4.53920604e-05   1.28611891e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  7.94004775e-06   2.51478850e-05   5.88700445e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.53892665e-03   1.04808482e-02   2.08906372e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.28424875e-05   1.23130852e-04   1.85876665e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  3.39495189e-05   4.35136847e-05   1.37618036e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.41534768e-04   2.49186580e-04   4.48692639e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.06369484e-02   2.64066103e-02   6.77351696e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.02770185  0.02086812 ...,  0.          0.          0.        ]]","[[ 0.20976317  0.23591243  0.25960796 ...,  0.          0.          0.        ]]","[[ 0.0113422   0.03753464  0.10457398 ...,  0.          0.          0.        ]]","[[ 0.00375469  0.00375469  0.02377972 ...,  0.          0.          0.        ]]",[ 4941.6593367],"[[ 2.46360839  2.8700087   2.2981221  ...,  0.          0.          0.        ]]","[[ 0.07220664  0.11217516  0.07701629 ...,  0.          0.          0.        ]]","[[ 0.0025  0.0025  0.005  ...,  0.      0.      0.    ]]"
08b01Fd,[ 1113.],"[[ 0.1672363   0.17431338  0.23513547 ...,  0.          0.          0.        ]]","[[ -3.75833263e+01  -3.60525863e+01  -3.53156946e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.76333803e+00   1.62577169e+00   1.02263320e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.79578222e-01   1.30359278e-01   5.28305576e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.68304150e-01  -1.65272096e-01  -8.98260923e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.04946180e-02  -5.15762689e-02  -2.44657334e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.71301004e-01   6.25073135e-01   6.43111962e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.30912200e-05   2.67756499e-05   1.66404870e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.30974722e-05   6.82166118e-05   2.03560435e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.11673728e-01   2.30229130e-03   4.30741413e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.09771422e-04   2.29981198e-04   3.09903879e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  7.17528170e-05   5.25895470e-05   2.36247590e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.86871764e-04   2.20725748e-04   1.39623949e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.87109355e-02   1.34428351e-01   1.14358338e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.05603181  0.0150617  ...,  0.          0.          0.        ]]","[[ 0.26848057  0.25721548  0.26916925 ...,  0.          0.          0.        ]]","[[ 0.06103397  0.09032086  0.32234534 ...,  0.          0.          0.        ]]","[[ 0.0175219   0.0350438   0.07884856 ...,  0.          0.          0.        ]]",[ 5450.36374933],"[[ 2.53909716  2.7194243   2.82639879 ...,  0.          0.          0.        ]]","[[ 0.0848957   0.04572433  0.04040795 ...,  0.          0.          0.        ]]","[[ 0.0075  0.0075  0.01   ...,  0.      0.      0.    ]]"
08b01Fe,[ 1342.],"[[ 0.10859623  0.08003875  0.08916245 ...,  0.          0.          0.        ]]","[[ -3.91289008e+01  -3.90782337e+01  -3.58667170e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.09438247e+00   1.08755228e+00   2.91622350e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.85248879e-01  -3.50066248e-01  -3.55276540e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  9.72239762e-02   1.48320070e-01  -3.95027590e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.28475055e-01   4.84907961e-01   3.82736463e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.21934364e-03   3.14575325e-01   4.02911799e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.19204326e-05   5.69974749e-05   8.87539927e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  7.98686798e-06   1.35587707e-06   6.97440037e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.51904344e-03   2.32138029e-04   1.86383199e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.44571861e-05   3.79851595e-06   2.56220364e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  5.98976838e-06   4.44434871e-06   5.24529810e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.21093883e-04   2.66318057e-05   3.36293657e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.35627854e-02   7.04674685e-02   1.25550725e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.01894525  0.07399584 ...,  0.          0.          0.        ]]","[[ 0.22419229  0.18979895  0.18654345 ...,  0.          0.          0.        ]]","[[ 0.0136944   0.00813521  0.02037723 ...,  0.          0.          0.        ]]","[[ 0.00750939  0.00750939  0.00375469 ...,  0.          0.          0.        ]]",[ 4713.30383065],"[[ 2.95621407  2.59484109  2.96156901 ...,  0.          0.          0.        ]]","[[ 0.09844444  0.08018033  0.1205236  ...,  0.          0.          0.        ]]","[[ 0.0025  0.0025  0.0025 ...,  0.      0.      0.    ]]"
08b02Ff,[ 950.],"[[ 0.47270971  0.57697783  0.67479152 ...,  0.          0.          0.        ]]","[[ -3.42046550e+01  -3.35085065e+01  -3.19705192e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.49829241e-01  -1.00001177e-02   1.29966972e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.34511082e-01   3.82144422e-01   4.29792055e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  6.13245136e-02   6.68031070e-02   1.87326589e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.01952253e-01   3.88339773e-01   3.43494314e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.85593382e-01   8.43847660e-02   3.29221445e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.29488523e-05   4.89121449e-05   4.47200217e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00474692  0.00144078  0.00043042 ...,  0.          0.          0.        ]
 [ 0.01174537  0.00276174  0.00087769 ...,  0.          0.          0.        ]
 [ 0.00217602  0.00237348  0.00054268 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00206967  0.00509171  0.00099634 ...,  0.          0.          0.        ]
 [ 0.00178268  0.00149017  0.00059081 ...,  0.          0.          0.        ]
 [ 0.01148664  0.00490657  0.00055816 ...,  0.          0.          0.        ]]","[[ 0.          0.00172074  0.00259385 ...,  0.          0.          0.        ]]","[[ 0.26440683  0.26762434  0.24533654 ...,  0.          0.          0.        ]]","[[ 2.84481675  2.86909054  1.96456356 ...,  0.          0.          0.        ]]","[[ 0.19274093  0.50438048  0.6971214  ...,  0.          0.          0.        ]]",[ 4432.75794512],"[[ 2.03673791  2.69083286  2.44078212 ...,  0.          0.          0.        ]]","[[ 0.0210774   0.00934761  0.00118869 ...,  0.          0.          0.        ]]","[[ 0.735   0.8425  0.8775 ...,  0.      0.      0.    ]]"
08b03Fe,[ 844.],"[[ 0.12887531  0.14602711  0.15166411 ...,  0.          0.          0.        ]]","[[ -3.94508057e+01  -4.17047213e+01  -4.19268059e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.15471150e+00   1.71022613e+00   1.30781160e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.39015087e-01   2.14219627e-01   3.81792773e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -6.97393771e-02   1.46902566e-02   8.06847357e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.83512774e-01   2.52799534e-01   1.79475934e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -4.50885420e-02   2.40354795e-01  -1.88195887e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.42363986e-06   2.25432266e-06   1.72962049e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  8.19708381e-05   1.51073523e-05   2.47437586e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.54903041e-02   5.73373446e-03   6.03018430e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.86144859e-04   6.27504816e-05   4.62534911e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  6.93771342e-05   3.10980257e-05   2.93616584e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.34961200e-04   1.05718896e-04   4.59410991e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.44631754e-02   1.04007702e-03   2.83037321e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.04292933  0.04554391 ...,  0.          0.          0.        ]]","[[ 0.22884534  0.24814769  0.25371935 ...,  0.          0.          0.        ]]","[[ 0.04399498  0.02733434  0.04420242 ...,  0.          0.          0.        ]]","[[ 0.01126408  0.01251564  0.00500626 ...,  0.          0.          0.        ]]",[ 2631.02584556],"[[ 3.01049852  2.98766633  3.09495893 ...,  0.          0.          0.        ]]","[[ 0.10442224  0.13519237  0.09743776 ...,  0.          0.          0.        ]]","[[ 0.0025  0.0025  0.005  ...,  0.      0.      0.    ]]"
08b09Fd,[ 840.],"[[ 0.16231879  0.12333439  0.16523053 ...,  0.          0.          0.        ]]","[[ -3.90403837e+01  -4.09848611e+01  -3.95267800e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.25183522e+00   1.24692408e+00   2.39688558e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.33453531e-01   6.00086701e-01   4.55142747e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -1.20509191e-01  -2.32748634e-01  -7.70481954e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.88912328e-02   1.81849245e-01  -1.59488607e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.68633094e-01  -1.05020483e-01   1.05257322e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  5.13524533e-06   3.73994483e-06   1.72904733e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.05708464e-04   1.17973067e-05   1.87677344e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.26887824e-02   2.46565327e-02   1.92082924e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.97413877e-05   5.89958786e-05   4.10095343e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  9.64577590e-05   1.78197865e-05   2.45860790e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.89545453e-04   6.11596317e-05   1.05379855e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.61135932e-03   1.01335955e-01   9.75630285e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.07262476  0.01569881 ...,  0.          0.          0.        ]]","[[ 0.23804546  0.22868896  0.25974946 ...,  0.          0.          0.        ]]","[[ 0.08046245  0.02847749  0.06811117 ...,  0.          0.          0.        ]]","[[ 0.0175219   0.02503129  0.02002503 ...,  0.          0.          0.        ]]",[ 3500.55424183],"[[ 2.80368338  2.25801713  2.51103843 ...,  0.          0.          0.        ]]","[[ 0.12647527  0.05235305  0.0534606  ...,  0.          0.          0.        ]]","[[ 0.0025  0.0025  0.0025 ...,  0.      0.      0.    ]]"
08b10Fd,[ 787.],"[[ 0.28563132  0.24660713  0.26618916 ...,  0.          0.          0.        ]]","[[ -3.49820219e+01  -3.54550971e+01  -3.53055021e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.18314812e-01   1.81029423e+00   1.77073254e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.53264434e-01   1.38424491e+00   1.36302772e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  9.43428284e-02  -3.97324363e-01  -3.26681169e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -7.17309233e-03   1.74359709e-01  -1.37598614e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.35044515e-01   4.87196590e-02   1.07819216e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.30629227e-05   2.43091128e-05   1.73234572e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00100918  0.00015483  0.00039029 ...,  0.          0.          0.        ]
 [ 0.01783662  0.02701605  0.03358645 ...,  0.          0.          0.        ]
 [ 0.00061735  0.00221724  0.0042464  ...,  0.          0.          0.        ]
 ..., 
 [ 0.00019263  0.00031357  0.00018061 ...,  0.          0.          0.        ]
 [ 0.00072856  0.00109173  0.00296657 ...,  0.          0.          0.        ]
 [ 0.00213319  0.02100128  0.02246791 ...,  0.          0.          0.        ]]","[[ 0.          0.00418103  0.00181347 ...,  0.          0.          0.        ]]","[[ 0.23223048  0.23599605  0.25777748 ...,  0.          0.          0.        ]]","[[ 0.71382674  0.55296372  0.60779011 ...,  0.          0.          0.        ]]","[[ 0.03629537  0.0175219   0.01501877 ...,  0.          0.          0.        ]]",[ 5100.97765139],"[[ 2.83386257  2.72850942  2.80373879 ...,  0.          0.          0.        ]]","[[ 0.11474399  0.09976036  0.0919489  ...,  0.          0.          0.        ]]","[[ 0.22   0.035  0.035 ...,  0.     0.     0.   ]]"
09a01Fa,[ 1466.],"[[ 0.30716906  0.29822491  0.2795626  ...,  0.          0.          0.        ]]","[[ -4.21883116e+01  -4.13340351e+01  -3.11379242e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.23087534e-01   1.31189467e+00   2.19895943e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.90691477e-01   5.44836674e-01   2.28366184e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.27114144e-01   2.36976877e-01  -1.50322049e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -8.39171717e-02   1.03293896e-01  -1.38988521e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.11813139e-03   5.83628802e-02  -1.32666308e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.82437699e-07   6.33433357e-08   4.87323576e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.00549304e-04   1.15790893e-03   1.00898205e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.10195166e-02   1.78164146e-01   2.92325646e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.38644676e-04   2.77264660e-03   2.02675278e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.52439322e-04   6.62736485e-04   1.29369284e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.10979495e-04   6.68450902e-03   8.78001756e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.67661789e-02   3.01436351e-02   1.20713087e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.01081997  0.01120587 ...,  0.          0.          0.        ]]","[[ 0.29700977  0.28718421  0.27245954 ...,  0.          0.          0.        ]]","[[ 0.42173025  0.89666825  1.17479664 ...,  0.          0.          0.        ]]","[[ 0.05381727  0.06883605  0.09261577 ...,  0.          0.          0.        ]]",[ 3602.52009016],"[[ 2.60966617  2.98312353  1.01693414 ...,  0.          0.          0.        ]]","[[ 0.10300302  0.05785951  0.00883425 ...,  0.          0.          0.        ]]","[[ 0.005  0.025  0.28  ...,  0.     0.     0.   ]]"
09a04Fd,[ 1003.],"[[ 0.20997034  0.30469674  0.19279071 ...,  0.          0.          0.        ]]","[[ -3.84904662e+01  -3.22101949e+01  -2.67218256e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.33162820e+00   2.22631587e-01   1.25340486e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -3.26498382e-01   9.36926447e-03  -1.63019030e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -8.49094431e-02  -1.96894230e-02   4.41428274e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.08719383e-01  -2.23860159e-02   6.49996688e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.15450782e-01  -1.35002688e-01   1.37935320e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  6.37079859e-07   2.76124359e-05   1.36190259e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00075655  0.00188768  0.00214948 ...,  0.          0.          0.        ]
 [ 0.17100795  0.00796786  0.00821732 ...,  0.          0.          0.        ]
 [ 0.00155136  0.00693902  0.01154279 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00180604  0.01217665  0.04497858 ...,  0.          0.          0.        ]
 [ 0.00205873  0.00358068  0.01165222 ...,  0.          0.          0.        ]
 [ 0.03422646  0.0083469   0.00569674 ...,  0.          0.          0.        ]]","[[ 0.          0.01314555  0.00703067 ...,  0.          0.          0.        ]]","[[ 0.22987096  0.22689813  0.18124171 ...,  0.          0.          0.        ]]","[[ 0.78102152  2.05250457  1.35862011 ...,  0.          0.          0.        ]]","[[ 0.09136421  0.14017522  0.1864831  ...,  0.          0.          0.        ]]",[ 2920.10239546],"[[ 2.31037515  1.91159378  2.07424545 ...,  0.          0.          0.        ]]","[[ 0.06336615  0.00606893  0.01215079 ...,  0.          0.          0.        ]]","[[ 0.14    0.44    0.1775 ...,  0.      0.      0.    ]]"
09b03Fa,[ 1306.],"[[ 0.40491882  0.42937784  0.34395691 ...,  0.          0.          0.        ]]","[[ -4.24206426e+01  -4.05467247e+01  -3.03195085e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.00819813e-01   1.37942037e+00  -1.24347217e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.29646453e-01   7.23029242e-01   5.98817787e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.08270797e-03   1.50954566e-01  -3.37730207e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.96007320e-01   2.22442664e-01   2.64968501e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -6.91509179e-02  -1.39651565e-01  -1.42424115e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.24847367e-07   3.31324371e-07   1.70006461e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00020067  0.00031644  0.00229065 ...,  0.          0.          0.        ]
 [ 0.01495507  0.08682934  0.00314715 ...,  0.          0.          0.        ]
 [ 0.00025011  0.00072546  0.00149939 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00019402  0.00040425  0.00270836 ...,  0.          0.          0.        ]
 [ 0.00020653  0.00111605  0.00146946 ...,  0.          0.          0.        ]
 [ 0.14316888  0.03658292  0.00159327 ...,  0.          0.          0.        ]]","[[ 0.          0.01533981  0.01246792 ...,  0.          0.          0.        ]]","[[ 0.31280125  0.33801788  0.19308411 ...,  0.          0.          0.        ]]","[[ 0.71781895  1.15335879  2.31734265 ...,  0.          0.          0.        ]]","[[ 0.06257822  0.09386733  0.14142678 ...,  0.          0.          0.        ]]",[ 3137.75253964],"[[ 2.98618999  2.65616164  1.28973894 ...,  0.          0.          0.        ]]","[[ 0.03916292  0.06445794  0.00337558 ...,  0.          0.          0.        ]]","[[ 0.01    0.5525  0.48   ...,  0.      0.      0.    ]]"
09b03Fd,[ 1073.],"[[ 0.14719663  0.17657819  0.28381049 ...,  0.          0.          0.        ]]","[[ -4.12257468e+01  -4.00452419e+01  -2.44442553e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.40472199e+00   1.91732124e+00  -1.19925701e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.57285857e-01   4.08717381e-01   2.59184935e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  5.27758679e-03   4.75460888e-02  -4.75617418e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.13429527e-02   9.00011273e-02  -2.92234562e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -3.03046126e-02   1.68151406e-01   3.35906471e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.00693429e-06   3.07683362e-06   9.52317127e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.36919726e-05   3.34501233e-05   3.15218161e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.43191878e-02   4.74159228e-03   9.88602075e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.84880702e-05   2.85326100e-04   4.14223993e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.41240129e-05   1.04089642e-04   5.14439228e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.13179942e-04   1.73465190e-04   1.01738213e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.25469032e-01   1.04988426e-03   4.06111406e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.13474391  0.13609178 ...,  0.          0.          0.        ]]","[[ 0.25311971  0.26163382  0.15242663 ...,  0.          0.          0.        ]]","[[ 0.03536161  0.0497904   1.884336   ...,  0.          0.          0.        ]]","[[ 0.02753442  0.02002503  0.08260325 ...,  0.          0.          0.        ]]",[ 3901.92004019],"[[ 2.62499743  2.85985633  1.1858083  ...,  0.          0.          0.        ]]","[[ 0.03961773  0.13413215  0.00300139 ...,  0.          0.          0.        ]]","[[ 0.005   0.0025  0.38   ...,  0.      0.      0.    ]]"
