,F0,spectralCentroid,MFCC,energy,chroma,spectralFlux,spectralSpread,spectralEntropy,ZCR,loudness,energyEntropy,chromaDeviation,spectralRolloff
08b09Ab16,293.0,[ 0.23574852  0.16686353  0.14052091  0.08056372],"[[ -3.24657336e+01  -2.41579276e+01  -2.29661556e+01  -2.44651662e+01]
 [  2.18722845e+00   3.05568236e+00   3.23120374e+00   4.27497310e+00]
 [  2.97654897e-01   2.42122663e-01   3.87588276e-01   2.83502167e-01]
 [  6.43337411e-01  -5.26540081e-02   8.55141721e-02   2.38090610e-01]
 [ -4.42436573e-02  -4.25577698e-01  -4.31142713e-01  -1.64266539e-01]
 [ -3.51007242e-01  -3.80589037e-01  -5.14668481e-01  -9.23611189e-01]
 [ -2.76439207e-01  -4.98101796e-01  -6.41980041e-01  -8.01590424e-01]
 [ -4.01304663e-01  -5.18693793e-01  -5.96027353e-01  -3.24714264e-01]
 [  1.63633111e-02  -5.83462555e-01  -5.24614162e-01  -5.02433428e-01]
 [ -7.99606905e-02  -4.23740330e-01  -3.75434602e-01  -9.93966644e-01]
 [ -2.17944066e-01  -1.26801404e-01  -2.90827678e-01  -6.38069576e-01]
 [  2.32843081e-01   1.72013365e-01  -1.15210152e-02  -6.68141886e-03]]",[  7.86203533e-05   2.83892751e-02   2.15123799e-01   3.83775292e-01],"[[  8.27445071e-04   7.62596191e-04   2.91302378e-04   8.32449882e-05]
 [  1.42661183e-01   1.23920741e-02   2.84521435e-03   3.71031636e-03]
 [  6.97060563e-03   5.20110264e-02   1.12888521e-02   3.32620082e-02]
 [  1.25147332e-02   9.65481455e-02   9.97806490e-02   2.31157555e-01]
 [  6.53924030e-03   8.65924517e-02   1.92355103e-01   5.24554813e-02]
 [  2.34706471e-01   3.13629261e-02   1.08235327e-02   5.62075565e-03]
 [  3.80834343e-04   3.72695325e-04   7.27785313e-05   8.23218917e-06]
 [  3.53862611e-03   7.18124766e-03   1.19748392e-03   6.66213963e-04]
 [  2.65646925e-03   4.36988132e-03   1.48644095e-03   3.21371702e-04]
 [  1.50720749e-02   5.18774946e-03   1.63405439e-03   5.83245549e-04]]",[ 0.          0.02939098  0.01563514  0.03269592],[ 0.27585421  0.23267481  0.21422484  0.14554016],[ 0.43704443  0.14515421  0.05717248  0.01646652],[ 0.08635795  0.05131414  0.03254068  0.03254068],3762.08107302,[ 2.87308709  1.44510355  2.71780144  3.28069637],[ 0.07111862  0.03318504  0.05661008  0.06345157],[ 0.035  0.04   0.035  0.035]
08b09Ab17,312.0,"[ 0.26566145  0.16641374  0.16086187  0.15602582  0.11945192  0.16047047
  0.12937517]","[[ -2.35132721e+01  -2.31725253e+01  -2.30058695e+01  -2.23287451e+01
   -2.27066064e+01  -2.29911865e+01  -2.40538016e+01]
 [  1.76772565e+00   2.95958517e+00   2.74028364e+00   3.10287474e+00
    3.24414673e+00   2.99700490e+00   3.59998159e+00]
 [  5.94959916e-01   1.43927313e+00   4.42827655e-01   1.01225290e+00
    1.09261056e+00   6.27142376e-01   9.91221749e-01]
 [ -6.49369838e-01  -2.40881355e-01  -8.95329261e-01  -5.26899426e-01
   -2.55558123e-01   1.44132895e-01   4.55871256e-01]
 [ -1.77854574e-01  -3.32216098e-01  -2.01142246e-01  -2.85322724e-01
    2.92097273e-01   8.69799468e-02  -9.32642695e-03]
 [ -3.60355885e-01  -6.64937885e-01  -2.62780136e-01  -5.08304618e-01
    7.25248944e-02  -3.13367546e-01  -2.97034307e-01]
 [ -1.47890671e-01  -3.61203930e-01  -2.72418878e-02  -3.20121981e-01
   -1.44887443e-01  -1.98647819e-01  -3.55640850e-01]
 [ -7.09898001e-02   2.34632342e-01   4.34146009e-01   2.68259200e-01
    1.61028422e-01  -3.98262196e-01  -1.60774116e-01]
 [ -4.40716905e-01  -2.42833288e-01  -3.90639545e-01  -4.91439825e-01
   -8.69545974e-01  -3.43695361e-01  -2.53565848e-01]
 [ -2.66826971e-01  -1.64743989e-02  -3.75753583e-01  -3.30882125e-01
   -6.69544379e-01  -5.77469812e-01  -4.03613848e-01]
 [ -1.06596186e+00  -6.94857323e-01  -1.29074505e+00  -9.44726545e-01
   -9.48265045e-01  -6.95066585e-01  -5.29438541e-01]
 [ -7.22857165e-01  -3.81082625e-01  -6.87683840e-01  -2.90275435e-01
   -9.48594604e-02  -4.32700020e-01  -4.04320257e-01]]","[ 0.06329112  0.12198876  0.1803053   0.22268421  0.22401818  0.21013642
  0.11984894]","[[  4.93453997e-03   1.24702616e-02   2.47339873e-02   2.53881912e-03
    1.80712531e-04   1.07311000e-03   2.16114661e-03]
 [  5.97914817e-02   1.38261989e-01   2.30288977e-01   5.30573515e-02
    5.79450834e-02   2.15267394e-01   2.03148025e-01]
 [  4.71123934e-03   1.14804567e-02   2.59284412e-02   2.11820284e-01
    1.99521153e-01   8.85934814e-02   6.22006256e-02]
 [  1.07426603e-03   5.82120589e-03   2.63156740e-03   1.36545175e-02
    2.72377852e-02   7.34657880e-03   8.71444280e-03]
 [  6.75253155e-04   2.35094251e-03   3.26045593e-04   4.27532195e-03
    3.45359131e-03   5.53598679e-04   3.53844930e-03]
 [  9.45119241e-04   2.14627252e-03   4.93847967e-04   3.43676522e-03
    7.05461330e-03   1.28451460e-03   4.46576116e-03]
 [  3.10527971e-04   3.17411776e-04   1.76082573e-04   1.00916526e-04
    1.39229197e-04   1.12556438e-04   7.30917832e-05]
 [  4.29263050e-04   1.41226346e-03   2.33045738e-04   1.08850427e-03
    1.08367995e-03   5.49536932e-04   6.40529213e-04]
 [  8.02774129e-04   3.48064561e-03   3.76915945e-04   1.74558524e-03
    2.54597448e-03   1.18148640e-03   3.32612766e-03]
 [  3.12613076e-03   8.50872832e-03   8.63776707e-04   2.84207622e-03
    5.43869069e-03   2.07323019e-03   1.10245814e-02]]","[ 0.          0.00934762  0.01475008  0.03346196  0.0036746   0.01914763
  0.00356219]","[ 0.26513412  0.22568873  0.21588198  0.2150576   0.18179578  0.23112716
  0.21422341]","[ 0.38350411  0.1302117   0.10439405  0.11847107  0.08165734  0.06887328
  0.04684828]","[ 0.05256571  0.02878598  0.02753442  0.03128911  0.03254068  0.03128911
  0.03629537]",4147.56506881,"[ 3.02814794  3.26392289  3.28007543  3.30721834  3.28317946  3.25888789
  2.83624491]","[ 0.06191539  0.04578756  0.06254867  0.05795765  0.05456208  0.06151014
  0.05568344]",[ 0.0525  0.0525  0.055   0.0575  0.0325  0.03    0.03  ]
08b09Ab2,445.0,[ 0.18583683  0.18382032  0.18021841  0.18991806],"[[-23.89748331 -21.54667498 -21.58495276 -22.04056249]
 [  1.91320425   1.66207809   1.6955264    1.3358037 ]
 [  0.12892744   0.138756     0.28170311  -0.08511333]
 [ -0.29410541  -0.44463511  -0.41767531  -0.95956985]
 [ -0.75367751  -1.04049268  -1.04762805  -0.97795605]
 [ -0.22024629  -0.18994925  -0.34798139  -0.47986328]
 [ -1.21662669  -1.28592814  -1.26836037  -1.15857461]
 [ -0.32957435   0.18007406   0.2604448    0.1747105 ]
 [  0.05513722   0.28560762   0.1651345    0.36998578]
 [ -0.07347593   0.37220671   0.5492435    0.53022788]
 [  0.33122238   0.36515284   0.39192143   0.49459587]
 [  0.2000652    0.12804669   0.21885118   0.10264913]]",[ 0.01146341  0.13361488  0.24860116  0.16074629],"[[  5.68575131e-03   2.59483973e-03   3.44976617e-03   1.47993379e-03]
 [  4.11827798e-03   2.42926616e-03   8.84728211e-04   7.66827843e-04]
 [  2.10262618e-02   2.98798099e-03   9.37598682e-04   8.94118968e-04]
 [  1.14539256e-02   3.68555898e-03   3.67665377e-03   1.91193415e-03]
 [  2.23186898e-02   4.57505457e-04   1.35146384e-03   6.05183673e-04]
 [  4.45707025e-02   2.50999449e-03   2.50829808e-03   9.22567057e-04]
 [  1.11920210e-03   8.36956040e-05   5.86946134e-05   3.29023652e-04]
 [  4.78784848e-02   9.64896743e-03   3.21556577e-03   1.43900011e-03]
 [  1.98280084e-02   1.02147381e-01   4.76597400e-02   1.25633516e-01]
 [  1.20617352e-02   7.49481917e-02   1.65341643e-01   8.42773477e-02]]",[ 0.          0.0131986   0.00799279  0.00720691],[ 0.20158239  0.1904078   0.19065441  0.19902082],[ 0.70445427  0.59754747  0.4599953   0.38397478],[ 0.05757196  0.04881101  0.04881101  0.04630788],7488.78408021,[ 1.8317847   2.62401099  3.27159868  3.02605461],[ 0.01460956  0.03209219  0.04582855  0.03933158],[ 0.1175  0.095   0.0475  0.05  ]
08b09Ab3,2199.0,[ 0.19318079  0.18532872  0.32139852  0.41289515  0.55160697],"[[ -2.29647471e+01  -2.19058102e+01  -2.35622536e+01  -2.51543164e+01
   -2.74203254e+01]
 [  1.05901596e+00   1.98809997e+00   1.90124872e+00   1.90220451e+00
    1.81906828e-02]
 [ -1.26542751e+00  -1.01130486e+00  -2.71658662e-01   6.39888099e-01
    2.00398853e-01]
 [ -6.47858026e-01  -2.72781589e-01  -2.76300792e-01  -6.57032929e-02
   -6.19010335e-01]
 [ -5.39062305e-01  -2.63598880e-01  -6.44180120e-02  -2.82245831e-01
   -2.04096662e-01]
 [ -5.38828791e-02   9.51745040e-02  -4.68421944e-01  -3.41282560e-01
   -8.47929201e-02]
 [ -2.20880362e-01  -3.80076837e-01  -1.62074165e-01   1.56527850e-01
    2.70673151e-01]
 [ -1.29659561e+00  -1.36288335e+00  -8.59584327e-01  -7.86763125e-01
    1.99817487e-01]
 [ -4.97268301e-01  -2.92989652e-01  -2.65223185e-01  -3.85171795e-01
    2.94040982e-01]
 [ -6.14605302e-01  -3.74923869e-01  -1.01881339e+00  -9.50948707e-01
   -1.85031111e-01]
 [  8.24457052e-01   4.35594885e-01  -1.66217950e-01   6.99803330e-02
    1.70078897e-01]
 [  8.78981544e-01   4.97763241e-01   6.34451064e-01   4.22550689e-01
   -3.47918516e-02]]",[ 0.08905268  0.08840628  0.03067817  0.00845129  0.00271799],"[[ 0.00191143  0.00146352  0.00070069  0.00018848  0.00100485]
 [ 0.00036589  0.00171867  0.00420405  0.01125514  0.00829917]
 [ 0.0002629   0.00198948  0.00986296  0.03924004  0.00195667]
 [ 0.0006874   0.00672678  0.02448363  0.06900818  0.00134229]
 [ 0.0162467   0.11171498  0.16022372  0.04428022  0.00054426]
 [ 0.12978867  0.06221794  0.02388653  0.02668383  0.04420869]
 [ 0.02354877  0.01270846  0.00050463  0.00091153  0.00053092]
 [ 0.00492242  0.00964977  0.00326207  0.00631869  0.00403927]
 [ 0.00091674  0.00244653  0.001476    0.00236172  0.00225648]
 [ 0.00021814  0.0012684   0.00139048  0.00440293  0.00246437]]",[ 0.          0.0066899   0.00872219  0.00459691  0.00504926],[ 0.19545142  0.20172157  0.28855164  0.30198758  0.27483462],[ 0.64162978  0.70107244  1.1204518   1.88638042  2.96331465],[ 0.08010013  0.08760951  0.2077597   0.39924906  0.52190238],3635.18197619,[ 2.93806694  3.03733412  3.06300767  2.48907905  2.71830975],[ 0.0352539   0.03242053  0.04320334  0.02150532  0.01176434],[ 0.11    0.1075  0.2075  0.68    0.8375]
08b09Ab4,775.0,[ 0.25067059  0.21176371],"[[-21.58771935 -21.03940841]
 [  1.47233877   2.27272805]
 [ -0.40201896   0.16939248]
 [ -2.02880264  -1.49350795]
 [ -1.24336512  -1.00791017]
 [ -0.55168715  -0.40211779]
 [ -0.83107517  -0.51235608]
 [ -0.08844128   0.25906049]
 [ -1.1363632   -0.86311583]
 [ -0.41183729  -0.12702178]
 [ -0.5052549   -0.28830741]
 [  0.42157688   0.63666482]]",[ 0.13326481  0.16944187],"[[ 0.00302833  0.00204738]
 [ 0.02292633  0.02358068]
 [ 0.04769691  0.0390214 ]
 [ 0.03026572  0.01916781]
 [ 0.00505731  0.00765058]
 [ 0.03064672  0.01632893]
 [ 0.00255176  0.00244685]
 [ 0.02143323  0.03962247]
 [ 0.00518104  0.01349528]
 [ 0.0016109   0.00543614]]",[ 0.          0.00210785],[ 0.24375031  0.22001375],[ 0.79504464  0.58831126],[ 0.11889862  0.08635795],3337.30924549,[ 3.21865854  3.27471733],[ 0.01511414  0.01321986],[ 0.2725  0.075 ]
08b09Ab5,304.0,[ 0.14716791  0.10059733],"[[-22.35603103 -23.89614932]
 [  3.25505255   3.77532245]
 [  0.03970811  -0.12754802]
 [ -0.22868187   0.07078569]
 [ -0.74523364  -0.56133614]
 [ -0.68874961  -0.46140982]
 [ -0.55885589  -1.03476077]
 [ -0.45026516  -0.4921024 ]
 [ -0.53014183  -0.84460306]
 [  0.02681478   0.43814099]
 [  0.398797     0.37743971]
 [  0.35702835   0.97606259]]",[ 0.24120502  0.35561122],"[[  5.59114795e-04   1.37634284e-04]
 [  2.25289996e-03   7.76467480e-04]
 [  3.18257907e-03   5.87876056e-04]
 [  8.90625512e-03   1.62086804e-03]
 [  1.54772851e-02   4.64413413e-03]
 [  7.04153993e-03   2.52846637e-02]
 [  1.40814848e-03   9.30076166e-04]
 [  1.59860959e-01   2.05966418e-01]
 [  2.31943275e-03   1.00942909e-03]
 [  2.07018745e-03   6.69351165e-04]]",[ 0.          0.02424825],[ 0.21556189  0.16082798],[ 0.07383996  0.02945603],[ 0.0387985   0.04005006],6321.89726269,[ 3.24344458  3.29704044],[ 0.0432289   0.05642262],[ 0.0425  0.04  ]
08b09Ab6,415.0,[ 0.1691017   0.17447956  0.20033941  0.13545188],"[[ -2.23820952e+01  -2.29756739e+01  -2.47943004e+01  -3.50832401e+01]
 [  1.79328820e+00   1.43380140e+00   2.31844305e+00   2.49790921e+00]
 [ -6.31046303e-01  -1.55342727e+00  -6.64663972e-01   2.93929864e-01]
 [  7.41295257e-02  -9.42077332e-01  -8.78050392e-01  -4.26394581e-01]
 [ -7.76686090e-01  -1.08701752e+00  -5.75196485e-01  -3.35820352e-01]
 [  7.00940093e-01   6.04188162e-01   2.02019363e-01   2.31032495e-01]
 [ -9.55336021e-01  -1.24307494e+00  -9.22551109e-01  -1.76629503e-02]
 [ -8.06219214e-01  -7.04680353e-01  -1.09653967e-01   4.30312919e-02]
 [ -6.95385904e-01  -6.38942962e-01  -8.17798717e-01  -3.68126668e-01]
 [  2.14686174e-01   2.13017979e-01   2.51956996e-01   1.52826924e-01]
 [  7.05458140e-01   6.91088530e-01   4.76940823e-01   5.08515890e-01]
 [  5.46565044e-01   4.57485569e-01   5.85468955e-02   5.29902861e-01]]",[  1.17660218e-01   9.24236405e-02   5.76954101e-03   4.13192094e-05],"[[  3.57709951e-04   7.25878241e-04   3.68587255e-03   1.42682491e-04]
 [  3.38042445e-03   2.65749480e-03   7.67077064e-03   1.80660522e-02]
 [  1.49314340e-03   6.34744501e-04   1.03916060e-02   2.68710698e-04]
 [  2.73204164e-03   9.42515163e-04   2.85494021e-02   9.28429276e-04]
 [  3.57892448e-03   2.41264408e-03   3.88545780e-02   1.77231388e-03]
 [  4.70494664e-03   3.00198003e-02   4.34702867e-02   1.29603421e-01]
 [  1.47797468e-01   1.35867936e-01   1.57005788e-02   1.17484470e-03]
 [  3.07067400e-02   2.79748559e-02   2.18857978e-02   9.32389413e-04]
 [  2.18014886e-03   9.47363020e-04   1.55814337e-02   4.97826599e-04]
 [  9.78028616e-04   1.07713522e-03   1.29076134e-02   1.12547811e-01]]",[ 0.          0.00267805  0.01699009  0.06721883],[ 0.17459515  0.18012268  0.22480004  0.22990444],[ 0.50491199  0.50192503  0.66681382  0.04608106],[ 0.07634543  0.07509387  0.04130163  0.01251564],6202.72391776,[ 2.97258878  2.4746799   0.71446079  2.89476065],[ 0.04034998  0.03728734  0.01248153  0.0446126 ],[ 0.0825  0.0875  0.0975  0.0025]
08b09Ab7,460.0,"[ 0.15257046  0.17653005  0.21155685  0.21413722  0.20429391  0.2145679
  0.14625092  0.10069492  0.10689359  0.12894479  0.2025486 ]","[[ -3.29335531e+01  -3.57762176e+01  -2.40398829e+01  -2.33417044e+01
   -2.31084680e+01  -2.31452081e+01  -2.34598553e+01  -2.35840991e+01
   -2.50915490e+01  -2.36632783e+01  -2.37194448e+01]
 [  2.30110138e+00   9.21345331e-01   4.25404940e-01   6.57397947e-01
    1.38598655e+00   1.43381699e+00   3.02866441e+00   3.78462610e+00
    3.35072661e+00   3.74932507e+00   3.04652632e+00]
 [  1.38252495e-01   3.32809280e-01  -4.65859038e-01  -2.64786367e-01
    5.02741057e-01   9.09217382e-01   1.42482000e+00   8.76914288e-01
    2.97777540e-01   1.23340282e+00   1.09561070e+00]
 [ -6.60089487e-02   2.39723361e-01   6.10686494e-01   7.67745396e-01
    9.95582597e-01   1.61072228e-01  -5.72457364e-02   7.88844902e-01
    3.20614089e-01   3.09716538e-02   9.53441459e-02]
 [ -6.15045092e-01  -3.42712312e-02   9.88084138e-02  -2.17541333e-01
   -2.26472652e-01   9.72104545e-02   4.45432704e-01  -7.20358432e-02
   -3.87487052e-01  -3.76849881e-01  -2.29460942e-01]
 [ -9.79051165e-02   3.31283893e-01   3.41832128e-01   2.06438882e-02
    9.52237111e-02   3.38223559e-01  -3.79431763e-01  -4.28295514e-01
   -5.94780228e-01  -3.96603259e-01  -3.29991486e-01]
 [  4.60864345e-01   1.95731174e-01   4.56568315e-01   1.88234073e-01
   -1.46970782e-02  -5.44736155e-01  -4.05927523e-01  -3.66635066e-01
   -1.58129539e-01  -2.61470415e-01  -3.08576549e-01]
 [  5.30360767e-01   2.46750038e-01   1.18883517e-01  -2.55434359e-01
   -1.27970407e-01  -9.37440616e-02   1.64238036e-01   5.78661148e-02
   -2.50045467e-01  -3.01057569e-01  -4.71041827e-01]
 [  5.88419989e-01   2.35226267e-01  -3.64980444e-01  -4.88456262e-01
   -3.53295879e-01  -5.87779035e-01  -8.64252096e-01  -5.39859269e-01
   -6.75477471e-01  -3.55789252e-01  -5.30296007e-01]
 [  2.91966570e-01   2.75033885e-01   8.11232439e-02  -1.10030944e-01
   -6.52231908e-01  -4.78560499e-01  -8.88046886e-02  -4.92261544e-01
   -1.00817078e+00  -4.46892539e-01  -3.85615473e-01]
 [  4.15540009e-01   2.21443145e-01   3.75621229e-01   3.40175691e-01
   -7.50947666e-02  -4.91686417e-01  -6.42710327e-01  -8.16164861e-01
   -1.19836316e+00  -5.88502298e-01  -5.94061743e-01]
 [  9.05651961e-01   8.35102569e-02   2.92097748e-01   4.17370005e-01
   -2.98007960e-01  -3.86171543e-01   5.64481495e-03  -2.83814952e-01
   -8.28111062e-01  -2.82027964e-01  -2.65600131e-01]]","[  1.06174216e-04   6.41559202e-05   8.26028148e-03   1.16582216e-02
   2.32629043e-02   7.22937810e-02   1.45957313e-01   2.82708689e-01
   3.29469971e-01   2.21791458e-01   9.86476233e-02]","[[  6.54410854e-04   3.53927896e-05   3.41011336e-03   6.80895569e-03
    2.79868888e-03   5.97974718e-04   2.50896651e-04   1.97570609e-04
    2.25322926e-04   4.56440853e-04   5.86823055e-04]
 [  4.09511785e-02   4.19246408e-02   7.74927249e-02   6.09753928e-02
    8.70289767e-02   1.52216140e-01   2.14753463e-01   1.61496303e-01
    2.59985353e-02   2.84377336e-02   2.05394791e-02]
 [  3.58862719e-04   7.16079376e-05   3.83108835e-03   6.98548567e-03
    3.13960405e-02   6.29770758e-03   3.98364494e-02   1.20662703e-01
    2.94020837e-01   1.93252799e-01   1.97342520e-01]
 [  3.55433165e-03   4.12232341e-04   9.61363378e-03   1.13438227e-02
    2.50665492e-03   1.90450099e-03   1.26326260e-02   8.37498323e-03
    8.49994238e-03   8.47046766e-02   6.94592602e-02]
 [  6.66929919e-04   8.54793244e-05   1.01831171e-02   2.52898584e-02
    3.87661134e-03   5.15729186e-04   2.72287889e-03   2.89217163e-03
    5.27263088e-04   3.42492761e-03   1.14474454e-02]
 [  2.20260863e-01   3.83751139e-01   9.65282894e-02   6.93367450e-02
    1.79004326e-02   3.86392694e-03   5.20833801e-03   4.05519327e-03
    2.04669618e-04   3.78229082e-03   4.09673564e-03]
 [  1.69850755e-04   3.96506851e-05   6.34527418e-03   3.46831743e-03
    9.69085621e-04   8.86524355e-04   4.51854332e-04   1.75242223e-05
    3.73567505e-06   2.54306799e-05   1.50913998e-04]
 [  1.62645204e-03   5.93114434e-05   4.28729134e-03   5.22092946e-03
    1.75284902e-03   1.08496379e-03   4.18222370e-04   5.76752702e-04
    5.43523926e-05   1.08382859e-03   1.12735959e-03]
 [  2.73953227e-03   1.18462404e-04   2.32067419e-03   9.70552254e-04
    4.80519460e-03   7.02430588e-04   2.05232331e-03   1.89492605e-03
    8.66517492e-05   1.86171420e-03   1.79405169e-03]
 [  7.53512889e-02   2.49080589e-02   4.92857063e-02   3.72475841e-02
    2.78585943e-02   3.31862771e-03   5.46687599e-03   4.81868653e-03
    1.88439492e-04   3.83924487e-03   3.90966540e-03]]","[ 0.          0.02728461  0.07605035  0.00137847  0.01118139  0.00946298
  0.01089493  0.01002305  0.06520119  0.04933683  0.00424996]","[ 0.24002228  0.255028    0.19482084  0.19076717  0.19600271  0.21917251
  0.20400407  0.17774439  0.17888232  0.20849056  0.26451873]","[ 0.11863451  0.07649772  1.46948076  1.62741323  0.98396203  0.4003117
  0.1240456   0.03548122  0.02022028  0.03609308  0.12428865]","[ 0.01501877  0.0175219   0.04630788  0.11764706  0.13266583  0.06633292
  0.02753442  0.02753442  0.03003755  0.03254068  0.05131414]",3859.00505312,"[ 2.63697957  2.62026001  1.87831033  2.85743212  2.59060604  3.06131318
  3.22551411  3.2156006   3.29266192  3.23451825  2.88611209]","[ 0.06173442  0.10513482  0.0317277   0.02292774  0.03001724  0.05426127
  0.05828461  0.05192145  0.0806645   0.05512794  0.05462752]","[ 0.0125  0.005   0.2175  0.2275  0.1925  0.03    0.03    0.03    0.03
  0.0325  0.0325]"
08b09Ab9,1731.0,"[ 0.34642635  0.40252969  0.4062654   0.42044578  0.41500365  0.34801844
  0.26601119  0.22269633]","[[ -2.43365055e+01  -2.24841884e+01  -2.16566814e+01  -2.14886296e+01
   -2.16361116e+01  -2.11507566e+01  -2.06446424e+01  -2.15321670e+01]
 [  1.43819774e-01   1.92655131e-01   1.83089477e-01   2.42087107e-01
   -1.30799260e-01   1.56034702e-01   1.19154668e+00   2.24768733e+00]
 [  1.82658695e-01   1.58380721e-02  -2.46974791e-01  -6.01253541e-01
   -8.63517240e-01  -1.21022018e+00  -1.46239051e+00  -1.61011304e+00]
 [  4.53390881e-01  -4.67962620e-01  -5.75886254e-01  -5.56042020e-01
   -4.45753514e-01  -1.40783884e-01  -3.01410986e-02   7.81324593e-03]
 [  6.97046774e-01  -4.63795104e-03  -3.21938486e-01  -3.44189986e-02
   -1.52832853e-01  -5.13980197e-01  -5.05385698e-01  -2.39429407e-01]
 [ -3.25888239e-02   7.70720028e-02   2.02264618e-01   3.31515668e-01
    3.10202815e-02  -2.35796888e-01  -1.08067028e+00  -9.97837292e-01]
 [ -2.08443052e-02   2.46849195e-02   2.20270302e-01   1.51153549e-01
    3.74833882e-01   1.00296980e+00   2.51798045e-01   3.22617925e-02]
 [ -5.31364136e-01  -4.27189178e-01  -3.27735849e-01  -5.20510124e-01
   -4.83426863e-01  -5.37018521e-01  -7.61465156e-01  -5.23767606e-01]
 [  2.12349932e-01   1.57404413e-01   8.91877759e-02   1.14913809e-01
    1.18550679e-01  -7.72717273e-02   2.41007441e-01  -6.67754357e-02]
 [ -2.49124939e-01  -2.53536426e-01  -5.89151847e-01  -4.73518339e-01
   -2.18160181e-01  -4.85749240e-01   3.00207989e-01   4.59305294e-01]
 [  2.84096108e-01   5.00880699e-01   3.85171027e-01   3.14145895e-01
    2.26994126e-01  -2.54894727e-01   1.20105799e-01   7.97948519e-01]
 [  6.78911811e-01   5.11696423e-01   5.66903714e-01   5.53650611e-01
    6.18197340e-01   6.15159101e-01   2.23330247e-01   2.53096671e-01]]","[ 0.02679229  0.03332135  0.06056649  0.06589583  0.06455879  0.07145261
  0.09866729  0.07810466]","[[ 0.00123004  0.0021829   0.00169948  0.0007286   0.00114423  0.00150507
   0.00508189  0.00309289]
 [ 0.08152658  0.00957277  0.00708654  0.00283902  0.00300944  0.01284933
   0.01822106  0.01131478]
 [ 0.00037073  0.00202424  0.00184421  0.00345717  0.00207992  0.00676274
   0.00706959  0.00622782]
 [ 0.00110284  0.00324636  0.01229145  0.04148154  0.0570341   0.01583034
   0.00321601  0.00401209]
 [ 0.00146823  0.00565434  0.00334722  0.00160788  0.00149224  0.00538228
   0.00511615  0.00721548]
 [ 0.2315473   0.02469378  0.03679854  0.01114699  0.00562531  0.02048282
   0.02036229  0.03996636]
 [ 0.00129595  0.00693233  0.02254745  0.0052328   0.00711649  0.0077412
   0.00249613  0.00301925]
 [ 0.00198477  0.00246196  0.00293181  0.00933272  0.00651301  0.00856931
   0.01916313  0.04087051]
 [ 0.00112211  0.00445713  0.00349096  0.00419651  0.00498626  0.00672918
   0.02712163  0.0243947 ]
 [ 0.02543278  0.04745157  0.01106496  0.00630046  0.00994594  0.00608328
   0.0152801   0.01051368]]","[ 0.          0.00665102  0.00202543  0.00150655  0.0015332   0.00249603
  0.00439063  0.00326704]","[ 0.2955739   0.2831526   0.28368244  0.28754378  0.28014441  0.27247603
  0.26193815  0.26036076]","[ 1.28449794  2.54090256  2.73033634  2.79831223  2.72357638  2.32736251
  1.53475022  1.04923089]","[ 0.15644556  0.32415519  0.32790989  0.33291615  0.33416771  0.26032541
  0.17521902  0.08760951]",871.672530254,"[ 2.60864532  3.10688812  3.27079202  3.29864718  3.29887731  3.23124715
  3.14104942  2.74382842]","[ 0.06502501  0.01281657  0.01006938  0.01063764  0.01479136  0.00520315
  0.00813454  0.01346875]",[ 0.385   0.7325  0.7475  0.77    0.73    0.6175  0.1925  0.1375]
08b10Aa0,1577.0,[ 0.5351435   0.47626192  0.22990589],"[[ -2.39054004e+01  -2.33472976e+01  -2.35041758e+01]
 [  6.42445937e-01   1.91635427e+00   2.64279542e+00]
 [  7.28322850e-01   1.96905107e+00   2.23026729e+00]
 [ -8.63148885e-01  -5.77271714e-01  -3.73180540e-01]
 [  1.20350588e-01   4.74863427e-01  -8.67696778e-02]
 [ -3.20016386e-01  -1.83777796e-01  -7.69620589e-01]
 [  4.23895108e-01  -3.16710155e-01  -3.45173548e-01]
 [  3.21928291e-01  -4.42152569e-01  -1.28781905e-01]
 [  8.71403479e-03  -4.43446094e-01  -6.31569982e-02]
 [  3.89654046e-01  -3.99546095e-01  -1.79212257e-01]
 [  1.19758678e-01  -4.25295113e-01  -7.26114979e-01]
 [  2.00346914e-01  -4.44960644e-01  -7.34704606e-01]]",[ 0.04252331  0.07797941  0.16194157],"[[  9.59892070e-04   4.11646606e-04   3.29833554e-03]
 [  1.50536987e-02   4.62691245e-02   2.10839715e-01]
 [  1.57582865e-03   4.60528168e-02   3.66736043e-02]
 [  1.39405686e-03   2.59181132e-02   1.38922668e-02]
 [  1.57707280e-03   8.32549795e-03   4.70586880e-04]
 [  1.27530434e-02   1.21871024e-02   1.88755886e-03]
 [  2.30434453e-03   1.77508625e-03   1.70364799e-04]
 [  5.00418224e-03   2.64002318e-03   8.37222385e-04]
 [  1.92658320e-03   3.08541835e-03   1.51864395e-03]
 [  3.59242539e-03   8.23124113e-03   8.35373959e-03]]",[ 0.          0.00295873  0.02305571],[ 0.25812278  0.29456856  0.26636588],[ 2.79223482  2.21137372  0.21127347],[ 0.30913642  0.36921151  0.1126408 ],1282.04056098,[ 2.42183327  2.78085514  2.91768189],[ 0.00462826  0.01604831  0.05711003],[ 0.8175  0.7525  0.0325]
